"primary_key","r_age_val","cust_gender_cd","cust_language_cd","cust_mkt_segm_desc","trf_mdl_phonedeal_cd","count_orange","cust_total_mobile_qty","voice_oob_mean","voice_oob_sum","voice_oob_nat_mean","voice_oob_nat_sum","mean_bill_rev_vs_trf_plan","tenure_days","days_since_moving","nb_cont","avg_tp_churn"
100085,0.559240164235234,"F","NL","MASS",0,0,1,0,0,0,0,1.17098,2694,365,19,0.0200696480938416
100086,0.232595268404111,"F","FR","MASS",1,1,1,0.54986667,1.6496,0.54986667,1.6496,0.9091826668,1283,33,76,0.0185643833235569
100087,0.948176920879632,"M","FR","MASS",0,0,1,0,0,0,0,0.72727,5958,365,23,0.0188910267622879
100088,0.891107806935906,"F","NL","MASS",0,1,2,4.17816667,12.5345,0,0,1.38158888866667,800,365,20,0.0288548241659152
100089,0.514664450194687,"M","NL","MASS",0,0,1,0,0,0,0,0.7438,3052,365,19,0.0212201105862536
100090,0.374628972960636,"F","NL","MASS",0,0,2,0,0,0,0,1.52054166625,877,365,22,0.0167189354127818
100091,0.54342323821038,"M","NL","MASS",0,0,1,0,0,0,0,0.832778571428571,2149,365,38,0.0414555504375864
100092,0.328525560209528,"M","NL","MASS",0,0,1,0,0,0,0,0.826441666666667,2821,365,22,0.0212201105862536
100093,0.890150432242081,"F","FR","MASS",0,0,1,0,0,0,0,0.995666666,4249,365,6,0.014074876061314
100094,0.321448721690103,"F","NL","MASS",0,0,1,0,0,0,0,0.8375527775,5825,365,28,0.0212201105862536
100095,0.821685449685901,"F","NL","MASS",0,0,2,0,0,0,0,0.828032,490,365,56,0.0287215542549412
100096,0.434535295935348,"F","FR","SOHO",0,0,1,0,0,0,0,0.930028888888889,1531,365,177,0.0368611185442869
100097,0.636484500020742,"M","FR","MASS",1,0,1,0,0,0,0,0.826446666666667,368,365,0,0.0125739330241266
100098,0.737516815774143,"F","FR","MASS",0,0,1,0,0,0,0,0.99174,3144,365,9,0.014074876061314
100099,0.100831021089107,"Unknown","NL","MASS",0,0,1,0.0872,0.2616,0.0872,0.2616,0.73599,7301,365,51,0.0188910267622879
100100,0.821951133431867,"F","NL","MASS",1,1,2,0,0,0,0,1.49862,626,365,45,0.00956684325334995
100101,0.495673266472295,"F","NL","MASS",0,0,1,0,0,0,0,0.165293333333333,2511,365,19,0.0254639285841984
100102,0.463573582004756,"F","NL","MASS",0,1,2,0,0,0,0,0.8438146668,634,365,83,0.0287215542549412
100103,0.124748611589894,"M","NL","MASS",0,0,1,0,0,0,0,0.848474747575758,277,365,79,0.0356299212598425
100104,0.972896634601057,"Unknown","NL","MASS",0,0,2,1.81366667,5.441,1.81366667,5.441,0.977580555833333,5961,365,40,0.0212201105862536
100105,0.957427235553041,"F","FR","MASS",0,0,1,0,0,0,0,1.3819972225,5604,365,28,0.0212201105862536
100106,0.755974978441373,"F","NL","MASS",1,0,2,17.77606667,53.3282,16.6211,49.8633,1.5674226668,304,365,145,0.0185643833235569
100107,0.927073650294915,"F","NL","MASS",0,0,1,1.4601,4.3803,0,0,1.037125,690,365,59,0.0165509521461601
100108,0.937594661256298,"M","FR","MASS",0,1,3,0,0,0,0,0.72727,1470,365,37,0.0301612064482579
100109,0.74643623479642,"F","FR","MASS",1,0,2,0.551,1.653,0,0,0.8960293332,128,365,69,0.00652020082892476
100110,0.534071615198627,"F","FR","MASS",0,0,2,2.01446667,6.0434,0,0,1.2256533335,3974,365,34,0.025597898714345
100111,0.823363050818443,"F","NL","MASS",0,0,1,0,0,0,0,0.82645,1291,365,11,0.0167189354127818
100112,0.343794864602387,"F","NL","MASS",0,0,1,9.72316667,29.1695,8.76586667,26.2976,3.53936,4707,365,27,0.014074876061314
100113,0.144583576591685,"F","FR","MASS",0,0,1,0,0,0,0,1.75735,5624,365,11,0.0182584269662921
100114,0.584977348335087,"M","FR","MASS",1,0,1,0,0,0,0,1.011924762,466,365,54,0.0216953741472364
100115,0.970461471937597,"M","FR","MASS",0,0,4,0,0,0,0,0.826446666666667,1448,365,14,0.0256037033501957
100116,0.344989845063537,"F","FR","MASS",0,0,2,0,0,0,0,0.830988888666667,1001,365,47,0.0254639285841984
100117,0.464692349545658,"F","FR","MASS",1,0,1,0,0,0,0,0.8411146668,6144,365,32,0.00652020082892476
100118,0.403373513370752,"F","NL","MASS",1,0,2,0,0,0,0,0.8347783335,3802,365,38,0.0170355247039608
100119,0.71661340421997,"F","FR","MASS",0,0,1,11.156,33.468,11.156,33.468,6.429313334,3371,365,31,0.014074876061314
100120,0.628899639472365,"M","FR","MASS",0,0,3,0,0,0,0,0.833277778,5877,365,12,0.0288548241659152
100121,0.920394269283861,"M","NL","MASS",1,1,2,0,0,0,0,0.826446666666667,2258,365,37,0.0125739330241266
100122,0.993437972385436,"M","FR","MASS",0,1,1,0,0,0,0,0.912652,1587,365,44,0.0287215542549412
100123,0.136404391145334,"F","FR","MASS",1,0,1,0.41323333,1.2397,0,0,0.8728426668,5053,365,45,0.0185643833235569
100124,0.392913000890985,"M","NL","MASS",0,0,1,0.28006667,0.8402,0,0,1.39296111083333,5102,365,31,0.0212201105862536
100125,0.24949867837131,"M","NL","SOHO",0,0,3,0,0,0,0,0.826444,1822,365,82,0.0336836534099501
100126,0.58920184080489,"M","FR","MASS",0,0,3,0,0,0,0,0.8743,4688,365,191,0.0356299212598425
100127,0.994669009931386,"M","FR","MASS",1,1,1,0,0,0,0,0.826446666666667,3962,365,32,0.0125739330241266
100128,0.260961317457259,"Unknown","NL","SOHO",0,0,1,0,0,0,0,1.14483555555556,1629,365,126,0.0368611185442869
100129,0.130377985769883,"M","FR","MASS",0,0,1,0,0,0,0,1.00297916625,7417,365,65,0.0167189354127818
100130,0.472717135678977,"M","FR","MASS",1,0,2,0,0,0,0,0.829888,2062,365,65,0.0185643833235569
100131,0.163334716809914,"M","NL","MASS",0,0,1,0,0,0,0,1.10817481488889,1019,365,57,0.0368611185442869
100132,0.84196546045132,"M","FR","MASS",0,0,1,0,0,0,0,1.0852466668,4070,365,37,0.0287215542549412
100133,0.44830025662668,"M","NL","MASS",0,0,2,0,0,0,0,0.90798333375,196,365,23,0.0167189354127818
100134,0.933791002258658,"F","FR","MASS",0,0,1,0,0,0,0,0.826445,3034,365,31,0.025597898714345
100135,0.0144617280457169,"M","FR","MASS",0,0,1,0,0,0,0,1.018575,5718,365,17,0.0167189354127818
100136,0.657217116560787,"F","FR","MASS",0,2,2,0,0,0,0,1.11734888866667,585,365,26,0.0254639285841984
100137,0.542970272712409,"M","FR","MASS",1,0,1,0.6107,1.8321,0.6107,1.8321,0.8733,266,365,89,0.0170355247039608
100138,0.388805350987241,"F","FR","MASS",1,0,1,0,0,0,0,1.13195090909091,3049,365,79,0.0282138544296849
100139,0.932134090457112,"F","FR","MASS",0,0,2,2.27733333,6.832,0,0,1.43080833375,4880,365,53,0.0167189354127818
100140,0.364189103478566,"F","FR","MASS",1,0,1,0,0,0,0,0.956852,102,365,30,0.00652020082892476
100141,0.436364769702777,"Unknown","NL","SOHO",0,1,1,0,0,0,0,1.07846239307692,174,365,121,0.0297469865139038
100142,0.823699552332982,"M","NL","MASS",0,0,1,0,0,0,0,1.19978,2791,365,3,0.0254639285841984
100143,0.997589739272371,"F","FR","MASS",0,0,3,0,0,0,0,0.53390833375,1777,365,13,0.0167189354127818
100144,0.0819188992027193,"M","FR","MASS",0,0,1,0,0,0,0,0.90909,5522,365,10,0.0226537216828479
100145,0.867936349939555,"Unknown","NL","MASS",0,0,1,0,0,0,0,1.267206666,2990,365,25,0.014074876061314
100146,0.142832029145211,"F","FR","MASS",1,0,2,0,0,0,0,0.8320266668,1602,365,25,0.0185643833235569
100147,0.760980234248564,"Unknown","NL","SOHO",0,0,3,0,0,0,0,1.0458625,226,365,3,0.0167189354127818
100148,0.425874750362709,"F","FR","MASS",1,0,1,0,0,0,0,0.836775,1694,365,13,0.0170355247039608
100149,0.937438913155347,"M","FR","MASS",0,1,1,2.0055,6.0165,0,0,1.1693277775,3389,365,21,0.0212201105862536
100150,0.81749714887701,"F","NL","MASS",0,0,1,0,0,0,0,0.826445,1170,365,19,0.025597898714345
100151,0.89088725624606,"M","FR","MASS",1,0,3,0,0,0,0,0.826444,370,365,40,0.0185643833235569
100152,0.204992713872343,"F","NL","MASS",1,0,3,0,0,0,0,1.01535982897436,2257,365,35,0.01903440071379
100153,0.388668870786205,"Unknown","NL","SOHO",0,0,2,1.09276667,3.2783,0,0,0.7506766665,3785,365,67,0.0217371614889956
100154,0.0839727704878896,"M","NL","MASS",0,0,2,0,0,0,0,0.82645,115,365,21,0.0167189354127818
100155,0.598936273483559,"Unknown","FR","SOHO",0,0,1,0,0,0,0,1.05248205128205,845,365,104,0.0297469865139038
100156,0.569149543531239,"M","NL","MASS",0,0,1,1.2299,3.6897,1.2299,3.6897,1.254253334,6138,365,16,0.014074876061314
100157,0.601755575742573,"F","NL","MASS",0,0,1,6.00606667,18.0182,6.00606667,18.0182,1.26751111133333,209,365,36,0.0288548241659152
100158,0.68986683501862,"F","NL","MASS",1,0,1,3.79616667,11.3885,0,0,0.967664762,111,365,21,0.00956684325334995
100159,0.65269710123539,"M","FR","MASS",1,0,1,0,0,0,0,0.826445,366,365,41,0.0170355247039608
100160,0.925494554219767,"M","FR","MASS",0,1,3,0.55096667,1.6529,0,0,1.0448144445,333,365,56,0.0231284236153378
100161,0.99752706498839,"F","FR","MASS",0,0,1,0,0,0,0,0.826445454545454,1114,365,43,0.0356299212598425
100162,0.998866336420178,"M","FR","MASS",0,0,3,2.888,8.664,0,0,1.38744583375,5701,365,19,0.0165509521461601
100163,0.0569047168828547,"M","NL","MASS",0,0,1,2.4103,7.2309,0,0,1.17306666666667,502,365,53,0.0254639285841984
100164,0.581974683096632,"F","FR","MASS",1,1,1,0,0,0,0,1.92711623923077,885,365,214,0.01903440071379
100165,0.702998210210353,"F","NL","MASS",1,0,1,2.8421,8.5263,0,0,0.9688186668,3261,365,49,0.0185643833235569
100166,0.0781874968670309,"F","NL","MASS",0,0,1,0,0,0,0,0.834644444666667,6360,365,31,0.0254639285841984
100167,0.0170945758000016,"F","FR","MASS",0,0,1,0,0,0,0,0.9472653332,7124,365,26,0.0336836534099501
100168,0.942890528589487,"M","FR","MASS",0,0,1,0,0,0,0,0.99174,3072,365,6,0.014074876061314
100169,0.0405397806316614,"Unknown","FR","MASS",0,0,1,0,0,0,0,0.82645,5503,365,27,0.0165509521461601
100170,0.89949961216189,"M","NL","MASS",0,0,3,0,0,0,0,0.8471,3249,365,29,0.0165509521461601
100171,0.72428964660503,"M","NL","MASS",0,0,2,1.15243333,3.4573,0,0,0.937431111333333,4616,365,18,0.0254639285841984
100172,0.204144277144223,"M","FR","MASS",0,0,2,0,0,0,0,1.326445,4351,365,35,0.025597898714345
100173,0.790271735051647,"F","NL","MASS",0,0,1,0,0,0,0,1.1301516665,3294,365,28,0.025597898714345
100174,0.0602996072266251,"F","NL","MASS",1,0,1,0,0,0,0,0.826481904857143,1197,365,48,0.00956684325334995
100175,0.641697036335245,"Unknown","NL","SOHO",1,1,1,0,0,0,0,0.829302857142857,1041,365,214,0.0203982515784361
100176,0.159988712519407,"F","NL","MASS",0,0,2,0,0,0,0,0.840536110833333,3234,365,20,0.0212201105862536
100177,0.237022821325809,"M","NL","MASS",0,0,2,17.33163333,51.9949,17.33163333,51.9949,2.525103333,6503,365,55,0.0188910267622879
100178,0.0593895171768963,"M","FR","MASS",1,0,1,0,0,0,0,0.852117142857143,1627,333,30,0.00956684325334995
100179,0.873541965149343,"F","FR","MASS",1,0,2,4.63063333,13.8919,0,0,0.987581904857143,475,365,69,0.0216953741472364
100180,0.0254335338249803,"F","NL","MASS",0,1,1,0,0,0,0,1.29336666666667,2873,365,53,0.0254639285841984
100181,0.976961517473683,"F","FR","MASS",0,0,3,0,0,0,0,0.82645,1026,365,8,0.0165509521461601
100182,0.0360340662300587,"F","NL","MASS",0,0,1,0,0,0,0,0.619835,4164,365,21,0.0217371614889956
100183,0.382008481770754,"M","FR","MASS",0,0,4,0,0,0,0,0.866335555333333,6333,365,62,0.0254639285841984
100184,0.468973190523684,"F","NL","MASS",1,0,2,0,0,0,0,2.05788666666667,1690,365,13,0.0125739330241266
100185,0.524564826162532,"M","FR","MASS",0,0,2,0,0,0,0,0.849755555333333,118,365,16,0.0288548241659152
100186,0.386220336193219,"M","FR","MASS",0,0,4,0,0,0,0,0.843108333333333,354,365,14,0.0212201105862536
100187,0.745832291198894,"F","FR","MASS",1,1,1,0,0,0,0,0.84288,145,365,162,0.00956684325334995
100188,0.981730783591047,"M","NL","MASS",1,0,1,6.67476667,20.0243,0,0,1.689032,819,365,31,0.00652020082892476
100189,0.446630072547123,"M","FR","SOHO",1,2,2,0,0,0,0,1.40107757581818,1570,365,161,0.0282138544296849
100190,0.164747255621478,"M","FR","MASS",0,0,2,5.66276667,16.9883,5.66276667,16.9883,1.2491633335,1188,365,16,0.025597898714345
100191,0.765085878549144,"M","NL","MASS",0,0,1,0,0,0,0,0.827541666666667,3557,365,11,0.0212201105862536
100192,0.833873898023739,"F","FR","MASS",0,0,4,0,0,0,0,0.859446666666667,1323,365,24,0.0254639285841984
100193,0.444177018944174,"M","NL","MASS",0,0,1,0,0,0,0,0.92969166625,6327,365,15,0.0165509521461601
100194,0.209944397443905,"M","FR","MASS",1,0,1,1.41423333,4.2427,1.41423333,4.2427,0.920728888666667,5520,365,45,0.0125739330241266
100195,0.758630863623694,"M","NL","MASS",1,2,1,2.60653333,7.8196,2.23946667,6.7184,1.035435,580,365,71,0.0170355247039608
100196,0.961248261155561,"M","NL","MASS",1,0,2,0.54523333,1.6357,0.54523333,1.6357,0.3879883335,1071,365,78,0.0170355247039608
100197,0.664620372001082,"M","NL","MASS",1,0,1,0,0,0,0,1.15917272727273,363,365,14,0.0282138544296849
100198,0.610177293652669,"F","NL","MASS",0,0,2,0,0,0,0,1.03460444466667,2246,365,19,0.0288548241659152
100199,0.425072043901309,"F","FR","MASS",1,1,2,0,0,0,0,1.00099090909091,545,365,71,0.0282138544296849
100200,0.175752504495904,"F","NL","MASS",1,0,3,0,0,0,0,0.827849523714286,2556,365,49,0.00956684325334995
100201,0.117524065077305,"M","FR","MASS",1,0,1,0,0,0,0,1.3349453332,3333,365,29,0.00652020082892476
100202,0.783964995760471,"M","FR","MASS",1,0,1,0,0,0,0,0.9308053332,915,365,12,0.00652020082892476
100203,0.105255540227517,"M","NL","MASS",0,0,1,0,0,0,0,1.664617778,3160,365,12,0.0254639285841984
100204,0.843463027384132,"F","FR","MASS",0,0,1,0,0,0,0,1.4175213332,1983,365,53,0.0287215542549412
100205,0.583536057500169,"M","FR","MASS",0,0,1,54.23713333,162.7114,0,0,4.63324666666667,2121,365,93,0.0288548241659152
100206,0.411817321553826,"M","FR","MASS",0,0,1,0,0,0,0,0.83562,1425,365,32,0.0287215542549412
100207,0.834195991512388,"F","FR","MASS",0,0,1,0,0,0,0,0.8297783335,210,365,42,0.025597898714345
100208,0.880414155079052,"M","NL","MASS",0,0,1,10.60356667,31.8107,10.60356667,31.8107,1.2967516665,5949,365,39,0.0301612064482579
100209,0.695346585242078,"F","NL","MASS",0,0,2,0,0,0,0,0.89415,517,365,24,0.0212201105862536
100210,0.912035485962406,"F","NL","MASS",1,0,2,0,0,0,0,0.826446666666667,2461,365,22,0.0125739330241266
100211,0.80539277754724,"M","FR","MASS",0,0,2,0,0,0,0,0.826446666666667,1173,365,26,0.0256037033501957
100212,0.593433958943933,"M","NL","MASS",0,0,1,0,0,0,0,1.134077778,3928,365,56,0.0254639285841984
100213,0.178959131939337,"M","NL","MASS",0,0,2,0,0,0,0,0.82645,466,365,10,0.0165509521461601
100214,0.605988339520991,"M","FR","MASS",0,0,1,1.27023333,3.8107,0,0,0.912755555333333,4712,365,63,0.0288548241659152
100215,0.173749615903944,"F","NL","MASS",0,0,1,0,0,0,0,-0.15607916625,5967,365,23,0.0167189354127818
100216,0.840206587919965,"M","FR","MASS",0,0,1,0,0,0,0,0.84311666625,4911,365,11,0.0165509521461601
100217,0.221142915775999,"F","FR","MASS",1,2,2,0,0,0,0,0.848448,1823,365,53,0.00652020082892476
100218,0.807081489358097,"M","FR","MASS",1,0,1,0,0,0,0,0.9534186668,987,365,54,0.0185643833235569
100219,0.996129218488932,"F","NL","MASS",0,1,1,0,0,0,0,0.958905555833333,296,365,52,0.0212201105862536
100220,0.218904309906065,"F","FR","MASS",1,0,2,0,0,0,0,1.07030095228571,545,361,32,0.00956684325334995
100221,0.553392813540995,"F","FR","MASS",1,1,1,0,0,0,0,0.828869696909091,692,365,134,0.0282138544296849
100222,0.00308661046437919,"F","FR","MASS",0,0,1,0,0,0,0,0.832180555833333,851,365,27,0.0212201105862536
100223,0.379318607738242,"M","NL","MASS",0,0,2,0,0,0,0,0.830891111333333,131,365,36,0.0288548241659152
100224,0.198235120857134,"M","FR","MASS",1,0,1,11.25366667,33.761,0,0,3.4945853332,1169,365,44,0.0185643833235569
100225,0.438948231749237,"F","FR","MASS",1,0,2,0,0,0,0,0.8437666668,945,365,66,0.0185643833235569
100226,0.608061522245407,"M","FR","MASS",0,1,1,0,0,0,0,0.73976,1438,365,32,0.0301612064482579
100227,0.550015214132145,"F","NL","MASS",0,1,4,0,0,0,0,0.8388472225,648,365,31,0.0212201105862536
